"","id","date","tavg"
"3278","RSM00028900",1998-12-22,0
"3279","RSM00028900",1998-12-23,-83
"3280","RSM00028900",1998-12-24,-169
"3281","RSM00028900",1998-12-25,-177
"3282","RSM00028900",1998-12-26,-110
"3283","RSM00028900",1998-12-27,-60
"3284","RSM00028900",1998-12-28,-30
"3285","RSM00028900",1998-12-29,7
"3286","RSM00028900",1998-12-30,9
"3287","RSM00028900",1998-12-31,-42
"3288","RSM00028900",1999-01-01,-168
"3289","RSM00028900",1999-01-02,-153
"3290","RSM00028900",1999-01-03,-203
"3291","RSM00028900",1999-01-04,-113
"3292","RSM00028900",1999-01-05,-92
"3293","RSM00028900",1999-01-06,-102
"3294","RSM00028900",1999-01-07,-18
"3295","RSM00028900",1999-01-08,9
"3296","RSM00028900",1999-01-09,-11
"3297","RSM00028900",1999-01-10,-129
"3298","RSM00028900",1999-01-11,-78
"3299","RSM00028900",1999-01-12,-90
"3300","RSM00028900",1999-01-13,-196
"3301","RSM00028900",1999-01-14,-160
"3302","RSM00028900",1999-01-15,-67
"3303","RSM00028900",1999-01-16,-66
"3304","RSM00028900",1999-01-17,-103
"3305","RSM00028900",1999-01-18,-107
"3306","RSM00028900",1999-01-19,-99
"3307","RSM00028900",1999-01-20,-44
"3308","RSM00028900",1999-01-21,-27
"3309","RSM00028900",1999-01-22,2
"3310","RSM00028900",1999-01-23,-10
"3311","RSM00028900",1999-01-24,-32
"3312","RSM00028900",1999-01-25,-25
"3313","RSM00028900",1999-01-26,-38
"3314","RSM00028900",1999-01-27,5
"3315","RSM00028900",1999-01-28,-60
"3316","RSM00028900",1999-01-29,-8
"3317","RSM00028900",1999-01-30,-23
"3318","RSM00028900",1999-01-31,-32
"3319","RSM00028900",1999-02-01,-33
"3320","RSM00028900",1999-02-02,-32
"3321","RSM00028900",1999-02-03,-186
"3322","RSM00028900",1999-02-04,-290
"3323","RSM00028900",1999-02-05,-221
"3324","RSM00028900",1999-02-06,5
"3325","RSM00028900",1999-02-07,9
"3326","RSM00028900",1999-02-08,-6
"3327","RSM00028900",1999-02-09,-44
"3328","RSM00028900",1999-02-10,-81
"3329","RSM00028900",1999-02-11,-54
"3330","RSM00028900",1999-02-12,-23
"3331","RSM00028900",1999-02-13,-43
"3332","RSM00028900",1999-02-14,-56
"3333","RSM00028900",1999-02-15,-86
"3334","RSM00028900",1999-02-16,-98
"3335","RSM00028900",1999-02-17,-101
"3336","RSM00028900",1999-02-18,-71
"3337","RSM00028900",1999-02-19,-68
"3338","RSM00028900",1999-02-20,-1
"3339","RSM00028900",1999-02-21,6
"3340","RSM00028900",1999-02-22,24
"3341","RSM00028900",1999-02-23,-20
"3342","RSM00028900",1999-02-24,-16
"3343","RSM00028900",1999-02-25,-8
"3344","RSM00028900",1999-02-26,-13
"3345","RSM00028900",1999-02-27,-9
"3346","RSM00028900",1999-02-28,-19
"3347","RSM00028900",1999-03-01,-30
"3348","RSM00028900",1999-03-02,-62
"3349","RSM00028900",1999-03-03,-33
"3350","RSM00028900",1999-03-04,3
"3351","RSM00028900",1999-03-05,-6
"3352","RSM00028900",1999-03-06,7
"3353","RSM00028900",1999-03-07,-58
"3354","RSM00028900",1999-03-08,-133
"3355","RSM00028900",1999-03-09,-114
"3356","RSM00028900",1999-03-10,-97
"3357","RSM00028900",1999-03-11,-82
"3358","RSM00028900",1999-03-12,-61
"3359","RSM00028900",1999-03-13,-76
"3360","RSM00028900",1999-03-14,-101
"3361","RSM00028900",1999-03-15,-121
"3362","RSM00028900",1999-03-16,-126
"3363","RSM00028900",1999-03-17,-79
"3364","RSM00028900",1999-03-18,-61
"3365","RSM00028900",1999-03-19,-44
"3366","RSM00028900",1999-03-20,-28
"3367","RSM00028900",1999-03-21,-74
"3368","RSM00028900",1999-03-22,-147
"3369","RSM00028900",1999-03-23,-121
"3370","RSM00028900",1999-03-24,-39
"3371","RSM00028900",1999-03-25,-49
"3372","RSM00028900",1999-03-26,-40
"3373","RSM00028900",1999-03-27,10
"3374","RSM00028900",1999-03-28,30
"3375","RSM00028900",1999-03-29,27
"3376","RSM00028900",1999-03-30,28
"3377","RSM00028900",1999-03-31,43
"3378","RSM00028900",1999-04-01,48
"3379","RSM00028900",1999-04-02,54
"3380","RSM00028900",1999-04-03,46
"3381","RSM00028900",1999-04-04,34
"3382","RSM00028900",1999-04-05,-30
"3383","RSM00028900",1999-04-06,-56
"3384","RSM00028900",1999-04-07,-19
"3385","RSM00028900",1999-04-08,-3
"3386","RSM00028900",1999-04-09,42
"3387","RSM00028900",1999-04-10,46
"3388","RSM00028900",1999-04-11,73
"3389","RSM00028900",1999-04-12,107
"3390","RSM00028900",1999-04-13,132
"3391","RSM00028900",1999-04-14,143
"3392","RSM00028900",1999-04-15,158
"3393","RSM00028900",1999-04-16,132
"3394","RSM00028900",1999-04-17,99
"3395","RSM00028900",1999-04-18,92
"3396","RSM00028900",1999-04-19,103
"3397","RSM00028900",1999-04-20,78
"3398","RSM00028900",1999-04-21,64
"3399","RSM00028900",1999-04-22,125
"3400","RSM00028900",1999-04-23,164
"3401","RSM00028900",1999-04-24,164
"3402","RSM00028900",1999-04-25,154
"3403","RSM00028900",1999-04-26,177
"3404","RSM00028900",1999-04-27,175
"3405","RSM00028900",1999-04-28,174
"3406","RSM00028900",1999-04-29,194
"3407","RSM00028900",1999-04-30,192
"3408","RSM00028900",1999-05-01,141
"3409","RSM00028900",1999-05-02,111
"3410","RSM00028900",1999-05-03,91
"3411","RSM00028900",1999-05-04,55
"3412","RSM00028900",1999-05-05,32
"3413","RSM00028900",1999-05-06,21
"3414","RSM00028900",1999-05-07,41
"3415","RSM00028900",1999-05-08,77
"3416","RSM00028900",1999-05-09,63
"3417","RSM00028900",1999-05-10,54
"3418","RSM00028900",1999-05-11,101
"3419","RSM00028900",1999-05-12,145
"3420","RSM00028900",1999-05-13,130
"3421","RSM00028900",1999-05-14,87
"3422","RSM00028900",1999-05-15,88
"3423","RSM00028900",1999-05-16,94
"3424","RSM00028900",1999-05-17,121
"3425","RSM00028900",1999-05-18,126
"3426","RSM00028900",1999-05-19,59
"3427","RSM00028900",1999-05-20,68
"3428","RSM00028900",1999-05-21,96
"3429","RSM00028900",1999-05-22,86
"3430","RSM00028900",1999-05-23,111
"3431","RSM00028900",1999-05-24,152
"3432","RSM00028900",1999-05-25,176
"3433","RSM00028900",1999-05-26,199
"3434","RSM00028900",1999-05-27,226
"3435","RSM00028900",1999-05-28,223
"3436","RSM00028900",1999-05-29,163
"3437","RSM00028900",1999-05-30,120
"3438","RSM00028900",1999-05-31,194
"3439","RSM00028900",1999-06-01,169
"3440","RSM00028900",1999-06-02,129
"3441","RSM00028900",1999-06-03,146
"3442","RSM00028900",1999-06-04,180
"3443","RSM00028900",1999-06-05,202
"3444","RSM00028900",1999-06-06,226
"3445","RSM00028900",1999-06-07,228
"3446","RSM00028900",1999-06-08,246
"3447","RSM00028900",1999-06-09,241
"3448","RSM00028900",1999-06-10,202
"3449","RSM00028900",1999-06-11,209
"3450","RSM00028900",1999-06-12,203
"3451","RSM00028900",1999-06-13,204
"3452","RSM00028900",1999-06-14,120
"3453","RSM00028900",1999-06-15,174
"3454","RSM00028900",1999-06-16,181
"3455","RSM00028900",1999-06-17,220
"3456","RSM00028900",1999-06-18,205
"3457","RSM00028900",1999-06-19,161
"3458","RSM00028900",1999-06-20,178
"3459","RSM00028900",1999-06-21,193
"3460","RSM00028900",1999-06-22,216
"3461","RSM00028900",1999-06-23,238
"3462","RSM00028900",1999-06-24,229
"3463","RSM00028900",1999-06-25,199
"3464","RSM00028900",1999-06-26,203
"3465","RSM00028900",1999-06-27,229
"3466","RSM00028900",1999-06-28,223
"3467","RSM00028900",1999-06-29,229
"3468","RSM00028900",1999-06-30,230
"3469","RSM00028900",1999-07-01,244
"3470","RSM00028900",1999-07-02,245
"3471","RSM00028900",1999-07-03,247
"3472","RSM00028900",1999-07-04,257
"3473","RSM00028900",1999-07-05,240
"3474","RSM00028900",1999-07-06,222
"3475","RSM00028900",1999-07-07,224
"3476","RSM00028900",1999-07-08,239
"3477","RSM00028900",1999-07-09,256
"3478","RSM00028900",1999-07-10,190
"3479","RSM00028900",1999-07-11,156
"3480","RSM00028900",1999-07-12,151
"3481","RSM00028900",1999-07-13,167
"3482","RSM00028900",1999-07-14,200
"3483","RSM00028900",1999-07-15,208
"3484","RSM00028900",1999-07-16,199
"3485","RSM00028900",1999-07-17,219
"3486","RSM00028900",1999-07-18,224
"3487","RSM00028900",1999-07-19,225
"3488","RSM00028900",1999-07-20,230
"3489","RSM00028900",1999-07-21,248
"3490","RSM00028900",1999-07-22,224
"3491","RSM00028900",1999-07-23,223
"3492","RSM00028900",1999-07-24,244
"3493","RSM00028900",1999-07-25,267
"3494","RSM00028900",1999-07-26,257
"3495","RSM00028900",1999-07-27,254
"3496","RSM00028900",1999-07-28,265
"3497","RSM00028900",1999-07-29,255
"3498","RSM00028900",1999-07-30,255
"3499","RSM00028900",1999-07-31,279
"3500","RSM00028900",1999-08-01,276
"3501","RSM00028900",1999-08-02,221
"3502","RSM00028900",1999-08-03,181
"3503","RSM00028900",1999-08-04,199
"3504","RSM00028900",1999-08-05,210
"3505","RSM00028900",1999-08-06,202
"3506","RSM00028900",1999-08-07,206
"3507","RSM00028900",1999-08-08,200
"3508","RSM00028900",1999-08-09,180
"3509","RSM00028900",1999-08-10,180
"3510","RSM00028900",1999-08-11,193
"3511","RSM00028900",1999-08-12,220
"3512","RSM00028900",1999-08-13,217
"3513","RSM00028900",1999-08-14,221
"3514","RSM00028900",1999-08-15,241
"3515","RSM00028900",1999-08-16,225
"3516","RSM00028900",1999-08-17,198
"3517","RSM00028900",1999-08-18,211
"3518","RSM00028900",1999-08-19,195
"3519","RSM00028900",1999-08-20,189
"3520","RSM00028900",1999-08-21,216
"3521","RSM00028900",1999-08-22,199
"3522","RSM00028900",1999-08-23,188
"3523","RSM00028900",1999-08-24,184
"3524","RSM00028900",1999-08-25,171
"3525","RSM00028900",1999-08-26,158
"3526","RSM00028900",1999-08-27,157
"3527","RSM00028900",1999-08-28,147
"3528","RSM00028900",1999-08-29,168
"3529","RSM00028900",1999-08-30,178
"3530","RSM00028900",1999-08-31,160
"3531","RSM00028900",1999-09-01,106
"3532","RSM00028900",1999-09-02,96
"3533","RSM00028900",1999-09-03,111
"3534","RSM00028900",1999-09-04,120
"3535","RSM00028900",1999-09-05,172
"3536","RSM00028900",1999-09-06,180
"3537","RSM00028900",1999-09-07,186
"3538","RSM00028900",1999-09-08,193
"3539","RSM00028900",1999-09-09,204
"3540","RSM00028900",1999-09-10,184
"3541","RSM00028900",1999-09-11,114
"3542","RSM00028900",1999-09-12,103
"3543","RSM00028900",1999-09-13,94
"3544","RSM00028900",1999-09-14,93
"3545","RSM00028900",1999-09-15,100
"3546","RSM00028900",1999-09-16,102
"3547","RSM00028900",1999-09-17,101
"3548","RSM00028900",1999-09-18,85
"3549","RSM00028900",1999-09-19,96
"3550","RSM00028900",1999-09-20,85
"3551","RSM00028900",1999-09-21,75
"3552","RSM00028900",1999-09-22,57
"3553","RSM00028900",1999-09-23,59
"3554","RSM00028900",1999-09-24,86
"3555","RSM00028900",1999-09-25,76
"3556","RSM00028900",1999-09-26,109
"3557","RSM00028900",1999-09-27,143
"3558","RSM00028900",1999-09-28,141
"3559","RSM00028900",1999-09-29,134
"3560","RSM00028900",1999-09-30,132
"3561","RSM00028900",1999-10-01,162
"3562","RSM00028900",1999-10-02,161
"3563","RSM00028900",1999-10-03,166
"3564","RSM00028900",1999-10-04,136
"3565","RSM00028900",1999-10-05,138
"3566","RSM00028900",1999-10-06,142
"3567","RSM00028900",1999-10-07,151
"3568","RSM00028900",1999-10-08,138
"3569","RSM00028900",1999-10-09,140
"3570","RSM00028900",1999-10-10,158
"3571","RSM00028900",1999-10-11,156
"3572","RSM00028900",1999-10-12,124
"3573","RSM00028900",1999-10-13,84
"3574","RSM00028900",1999-10-14,66
"3575","RSM00028900",1999-10-15,76
"3576","RSM00028900",1999-10-16,59
"3577","RSM00028900",1999-10-17,51
"3578","RSM00028900",1999-10-18,45
"3579","RSM00028900",1999-10-19,15
"3580","RSM00028900",1999-10-20,2
"3581","RSM00028900",1999-10-21,9
"3582","RSM00028900",1999-10-22,0
"3583","RSM00028900",1999-10-23,25
"3584","RSM00028900",1999-10-24,26
"3585","RSM00028900",1999-10-25,31
"3586","RSM00028900",1999-10-26,30
"3587","RSM00028900",1999-10-27,10
"3588","RSM00028900",1999-10-28,35
"3589","RSM00028900",1999-10-29,43
"3590","RSM00028900",1999-10-30,44
"3591","RSM00028900",1999-10-31,39
"3592","RSM00028900",1999-11-01,32
"3593","RSM00028900",1999-11-02,48
"3594","RSM00028900",1999-11-03,46
"3595","RSM00028900",1999-11-04,66
"3596","RSM00028900",1999-11-05,2
"3597","RSM00028900",1999-11-06,-33
"3598","RSM00028900",1999-11-07,-74
"3599","RSM00028900",1999-11-08,-99
"3600","RSM00028900",1999-11-09,-111
"3601","RSM00028900",1999-11-10,-31
"3602","RSM00028900",1999-11-11,-28
"3603","RSM00028900",1999-11-12,-39
"3604","RSM00028900",1999-11-13,-51
"3605","RSM00028900",1999-11-14,-21
"3606","RSM00028900",1999-11-15,36
"3607","RSM00028900",1999-11-16,21
"3608","RSM00028900",1999-11-17,-71
"3609","RSM00028900",1999-11-18,-83
"3610","RSM00028900",1999-11-19,-106
"3611","RSM00028900",1999-11-20,-146
"3612","RSM00028900",1999-11-21,-132
"3613","RSM00028900",1999-11-22,-127
"3614","RSM00028900",1999-11-23,-139
"3615","RSM00028900",1999-11-24,-140
"3616","RSM00028900",1999-11-25,-128
"3617","RSM00028900",1999-11-26,-87
"3618","RSM00028900",1999-11-27,-125
"3619","RSM00028900",1999-11-28,-186
"3620","RSM00028900",1999-11-29,-192
"3621","RSM00028900",1999-11-30,-113
"3622","RSM00028900",1999-12-01,-26
"3623","RSM00028900",1999-12-02,1
"3624","RSM00028900",1999-12-03,9
"3625","RSM00028900",1999-12-04,-5
"3626","RSM00028900",1999-12-05,0
"3627","RSM00028900",1999-12-06,13
"3628","RSM00028900",1999-12-07,-30
"3629","RSM00028900",1999-12-08,-90
"3630","RSM00028900",1999-12-09,-15
"3631","RSM00028900",1999-12-10,-28
"3632","RSM00028900",1999-12-11,-4
"3633","RSM00028900",1999-12-12,4
"3634","RSM00028900",1999-12-13,-11
"3635","RSM00028900",1999-12-14,-40
"3636","RSM00028900",1999-12-15,-67
"3637","RSM00028900",1999-12-16,-72
"3638","RSM00028900",1999-12-17,-3
"3639","RSM00028900",1999-12-18,-21
"3640","RSM00028900",1999-12-19,-97
"3641","RSM00028900",1999-12-20,-23
"3642","RSM00028900",1999-12-21,-1
"3643","RSM00028900",1999-12-22,-2
"3644","RSM00028900",1999-12-23,-97
"3645","RSM00028900",1999-12-24,-125
"3646","RSM00028900",1999-12-25,-102
"3647","RSM00028900",1999-12-26,-140
"3648","RSM00028900",1999-12-27,-123
"3649","RSM00028900",1999-12-28,-134
"3650","RSM00028900",1999-12-29,-105
"3651","RSM00028900",1999-12-30,-55
"3652","RSM00028900",1999-12-31,-9
"3653","RSM00028900",2000-01-01,-39
"3654","RSM00028900",2000-01-02,-58
"3655","RSM00028900",2000-01-03,-109
"3656","RSM00028900",2000-01-04,-74
"3657","RSM00028900",2000-01-05,-151
"3658","RSM00028900",2000-01-06,-90
"3659","RSM00028900",2000-01-07,-34
"3660","RSM00028900",2000-01-08,-53
"3661","RSM00028900",2000-01-09,-34
"3662","RSM00028900",2000-01-10,-17
"3663","RSM00028900",2000-01-11,-14
"3664","RSM00028900",2000-01-12,-15
"3665","RSM00028900",2000-01-13,-38
"3666","RSM00028900",2000-01-14,-45
"3667","RSM00028900",2000-01-15,-51
"3668","RSM00028900",2000-01-16,-57
"3669","RSM00028900",2000-01-17,-86
"3670","RSM00028900",2000-01-18,-63
"3671","RSM00028900",2000-01-19,-46
"3672","RSM00028900",2000-01-20,-36
"3673","RSM00028900",2000-01-21,-92
"3674","RSM00028900",2000-01-22,-77
"3675","RSM00028900",2000-01-23,-87
"3676","RSM00028900",2000-01-24,-194
"3677","RSM00028900",2000-01-25,-175
"3678","RSM00028900",2000-01-26,-66
"3679","RSM00028900",2000-01-27,-198
"3680","RSM00028900",2000-01-28,-143
"3681","RSM00028900",2000-01-29,-54
"3682","RSM00028900",2000-01-30,-16
"3683","RSM00028900",2000-01-31,-21
"3684","RSM00028900",2000-02-01,-2
"3685","RSM00028900",2000-02-02,-53
"3686","RSM00028900",2000-02-03,-60
"3687","RSM00028900",2000-02-04,-6
"3688","RSM00028900",2000-02-05,-106
"3689","RSM00028900",2000-02-06,-76
"3690","RSM00028900",2000-02-07,-56
"3691","RSM00028900",2000-02-08,-61
"3692","RSM00028900",2000-02-09,-25
"3693","RSM00028900",2000-02-10,8
"3694","RSM00028900",2000-02-11,-4
"3695","RSM00028900",2000-02-12,-6
"3696","RSM00028900",2000-02-13,-7
"3697","RSM00028900",2000-02-14,-10
"3698","RSM00028900",2000-02-15,-16
"3699","RSM00028900",2000-02-16,-18
"3700","RSM00028900",2000-02-17,-44
"3701","RSM00028900",2000-02-18,-102
"3702","RSM00028900",2000-02-19,-35
"3703","RSM00028900",2000-02-20,-43
"3704","RSM00028900",2000-02-21,-82
"3705","RSM00028900",2000-02-22,-64
"3706","RSM00028900",2000-02-23,-86
"3707","RSM00028900",2000-02-24,-67
"3708","RSM00028900",2000-02-25,-95
"3709","RSM00028900",2000-02-26,-106
"3710","RSM00028900",2000-02-27,-122
"3711","RSM00028900",2000-02-28,-169
"3712","RSM00028900",2000-02-29,-76
"3713","RSM00028900",2000-03-01,-20
"3714","RSM00028900",2000-03-02,-31
"3715","RSM00028900",2000-03-03,-20
"3716","RSM00028900",2000-03-04,-4
"3717","RSM00028900",2000-03-05,-69
"3718","RSM00028900",2000-03-06,-33
"3719","RSM00028900",2000-03-07,13
"3720","RSM00028900",2000-03-08,-17
"3721","RSM00028900",2000-03-09,0
"3722","RSM00028900",2000-03-10,15
"3723","RSM00028900",2000-03-11,-6
"3724","RSM00028900",2000-03-12,-55
"3725","RSM00028900",2000-03-13,-56
"3726","RSM00028900",2000-03-14,-64
"3727","RSM00028900",2000-03-15,-81
"3728","RSM00028900",2000-03-16,-61
"3729","RSM00028900",2000-03-17,-53
"3730","RSM00028900",2000-03-18,-59
"3731","RSM00028900",2000-03-19,-42
"3732","RSM00028900",2000-03-20,-39
"3733","RSM00028900",2000-03-21,-37
"3734","RSM00028900",2000-03-22,-2
"3735","RSM00028900",2000-03-23,3
"3736","RSM00028900",2000-03-24,10
"3737","RSM00028900",2000-03-25,24
"3738","RSM00028900",2000-03-26,-7
"3739","RSM00028900",2000-03-27,-14
"3740","RSM00028900",2000-03-28,-18
"3741","RSM00028900",2000-03-29,-14
"3742","RSM00028900",2000-03-30,-23
"3743","RSM00028900",2000-03-31,-8
"3744","RSM00028900",2000-04-01,13
"3745","RSM00028900",2000-04-02,42
"3746","RSM00028900",2000-04-03,65
"3747","RSM00028900",2000-04-04,65
"3748","RSM00028900",2000-04-05,33
"3749","RSM00028900",2000-04-06,27
"3750","RSM00028900",2000-04-07,57
"3751","RSM00028900",2000-04-08,89
"3752","RSM00028900",2000-04-09,105
"3753","RSM00028900",2000-04-10,105
"3754","RSM00028900",2000-04-11,42
"3755","RSM00028900",2000-04-12,38
"3756","RSM00028900",2000-04-13,35
"3757","RSM00028900",2000-04-14,74
"3758","RSM00028900",2000-04-15,116
"3759","RSM00028900",2000-04-16,130
"3760","RSM00028900",2000-04-17,145
"3761","RSM00028900",2000-04-18,153
"3762","RSM00028900",2000-04-19,172
"3763","RSM00028900",2000-04-20,150
"3764","RSM00028900",2000-04-21,162
"3765","RSM00028900",2000-04-22,176
"3766","RSM00028900",2000-04-23,194
"3767","RSM00028900",2000-04-24,151
"3768","RSM00028900",2000-04-25,162
"3769","RSM00028900",2000-04-26,196
"3770","RSM00028900",2000-04-27,203
"3771","RSM00028900",2000-04-28,163
"3772","RSM00028900",2000-04-29,94
"3773","RSM00028900",2000-04-30,92
"3774","RSM00028900",2000-05-01,21
"3775","RSM00028900",2000-05-02,-1
"3776","RSM00028900",2000-05-03,25
"3777","RSM00028900",2000-05-04,39
"3778","RSM00028900",2000-05-05,96
"3779","RSM00028900",2000-05-06,116
"3780","RSM00028900",2000-05-07,147
"3781","RSM00028900",2000-05-08,101
"3782","RSM00028900",2000-05-09,106
"3783","RSM00028900",2000-05-10,82
"3784","RSM00028900",2000-05-11,80
"3785","RSM00028900",2000-05-12,127
"3786","RSM00028900",2000-05-13,78
"3787","RSM00028900",2000-05-14,47
"3788","RSM00028900",2000-05-15,41
"3789","RSM00028900",2000-05-16,41
"3790","RSM00028900",2000-05-17,39
"3791","RSM00028900",2000-05-18,50
"3792","RSM00028900",2000-05-19,64
"3793","RSM00028900",2000-05-20,81
"3794","RSM00028900",2000-05-21,123
"3795","RSM00028900",2000-05-22,140
"3796","RSM00028900",2000-05-23,114
"3797","RSM00028900",2000-05-24,142
"3798","RSM00028900",2000-05-25,167
"3799","RSM00028900",2000-05-26,168
"3800","RSM00028900",2000-05-27,186
"3801","RSM00028900",2000-05-28,198
"3802","RSM00028900",2000-05-29,178
"3803","RSM00028900",2000-05-30,187
"3804","RSM00028900",2000-05-31,211
"3805","RSM00028900",2000-06-01,220
"3806","RSM00028900",2000-06-02,238
"3807","RSM00028900",2000-06-03,246
"3808","RSM00028900",2000-06-04,224
"3809","RSM00028900",2000-06-05,208
"3810","RSM00028900",2000-06-06,179
"3811","RSM00028900",2000-06-07,158
"3812","RSM00028900",2000-06-08,164
"3813","RSM00028900",2000-06-09,196
"3814","RSM00028900",2000-06-10,160
"3815","RSM00028900",2000-06-11,110
"3816","RSM00028900",2000-06-12,121
"3817","RSM00028900",2000-06-13,172
"3818","RSM00028900",2000-06-14,168
"3819","RSM00028900",2000-06-15,182
"3820","RSM00028900",2000-06-16,202
"3821","RSM00028900",2000-06-17,212
"3822","RSM00028900",2000-06-18,219
"3823","RSM00028900",2000-06-19,253
"3824","RSM00028900",2000-06-20,217
"3825","RSM00028900",2000-06-21,192
"3826","RSM00028900",2000-06-22,180
"3827","RSM00028900",2000-06-23,194
"3828","RSM00028900",2000-06-24,204
"3829","RSM00028900",2000-06-25,204
"3830","RSM00028900",2000-06-26,233
"3831","RSM00028900",2000-06-27,201
"3832","RSM00028900",2000-06-28,191
"3833","RSM00028900",2000-06-29,213
"3834","RSM00028900",2000-06-30,197
"3835","RSM00028900",2000-07-01,191
"3836","RSM00028900",2000-07-02,187
"3837","RSM00028900",2000-07-03,185
"3838","RSM00028900",2000-07-04,182
"3839","RSM00028900",2000-07-05,163
"3840","RSM00028900",2000-07-06,165
"3841","RSM00028900",2000-07-07,175
"3842","RSM00028900",2000-07-08,157
"3843","RSM00028900",2000-07-09,163
"3844","RSM00028900",2000-07-10,194
"3845","RSM00028900",2000-07-11,213
"3846","RSM00028900",2000-07-12,213
"3847","RSM00028900",2000-07-13,219
"3848","RSM00028900",2000-07-14,241
"3849","RSM00028900",2000-07-15,248
"3850","RSM00028900",2000-07-16,257
"3851","RSM00028900",2000-07-17,253
"3852","RSM00028900",2000-07-18,269
"3853","RSM00028900",2000-07-19,274
"3854","RSM00028900",2000-07-20,280
"3855","RSM00028900",2000-07-21,288
"3856","RSM00028900",2000-07-22,281
"3857","RSM00028900",2000-07-23,270
"3858","RSM00028900",2000-07-24,275
"3859","RSM00028900",2000-07-25,282
"3860","RSM00028900",2000-07-26,253
"3861","RSM00028900",2000-07-27,247
"3862","RSM00028900",2000-07-28,242
"3863","RSM00028900",2000-07-29,214
"3864","RSM00028900",2000-07-30,220
"3865","RSM00028900",2000-07-31,254
"3866","RSM00028900",2000-08-01,299
"3867","RSM00028900",2000-08-02,301
"3868","RSM00028900",2000-08-03,267
"3869","RSM00028900",2000-08-04,214
"3870","RSM00028900",2000-08-05,207
"3871","RSM00028900",2000-08-06,196
"3872","RSM00028900",2000-08-07,175
"3873","RSM00028900",2000-08-08,203
"3874","RSM00028900",2000-08-09,229
"3875","RSM00028900",2000-08-10,222
"3876","RSM00028900",2000-08-11,203
"3877","RSM00028900",2000-08-12,192
"3878","RSM00028900",2000-08-13,200
"3879","RSM00028900",2000-08-14,211
"3880","RSM00028900",2000-08-15,185
"3881","RSM00028900",2000-08-16,186
"3882","RSM00028900",2000-08-17,177
"3883","RSM00028900",2000-08-18,192
"3884","RSM00028900",2000-08-19,179
"3885","RSM00028900",2000-08-20,179
"3886","RSM00028900",2000-08-21,169
"3887","RSM00028900",2000-08-22,183
"3888","RSM00028900",2000-08-23,225
"3889","RSM00028900",2000-08-24,202
"3890","RSM00028900",2000-08-25,162
"3891","RSM00028900",2000-08-26,160
"3892","RSM00028900",2000-08-27,170
"3893","RSM00028900",2000-08-28,177
"3894","RSM00028900",2000-08-29,183
"3895","RSM00028900",2000-08-30,199
"3896","RSM00028900",2000-08-31,200
"3897","RSM00028900",2000-09-01,209
"3898","RSM00028900",2000-09-02,177
"3899","RSM00028900",2000-09-03,180
"3900","RSM00028900",2000-09-04,210
"3901","RSM00028900",2000-09-05,208
"3902","RSM00028900",2000-09-06,204
"3903","RSM00028900",2000-09-07,226
"3904","RSM00028900",2000-09-08,229
"3905","RSM00028900",2000-09-09,156
"3906","RSM00028900",2000-09-10,133
"3907","RSM00028900",2000-09-11,135
"3908","RSM00028900",2000-09-12,128
"3909","RSM00028900",2000-09-13,122
"3910","RSM00028900",2000-09-14,104
"3911","RSM00028900",2000-09-15,92
"3912","RSM00028900",2000-09-16,78
"3913","RSM00028900",2000-09-17,72
"3914","RSM00028900",2000-09-18,73
"3915","RSM00028900",2000-09-19,89
"3916","RSM00028900",2000-09-20,114
"3917","RSM00028900",2000-09-21,110
"3918","RSM00028900",2000-09-22,58
"3919","RSM00028900",2000-09-23,56
"3920","RSM00028900",2000-09-24,66
"3921","RSM00028900",2000-09-25,81
"3922","RSM00028900",2000-09-26,78
"3923","RSM00028900",2000-09-27,50
"3924","RSM00028900",2000-09-28,44
"3925","RSM00028900",2000-09-29,44
"3926","RSM00028900",2000-09-30,79
"3927","RSM00028900",2000-10-01,97
"3928","RSM00028900",2000-10-02,114
"3929","RSM00028900",2000-10-03,82
"3930","RSM00028900",2000-10-04,66
"3931","RSM00028900",2000-10-05,82
"3932","RSM00028900",2000-10-06,66
"3933","RSM00028900",2000-10-07,69
"3934","RSM00028900",2000-10-08,55
"3935","RSM00028900",2000-10-09,57
"3936","RSM00028900",2000-10-10,68
"3937","RSM00028900",2000-10-11,71
"3938","RSM00028900",2000-10-12,68
"3939","RSM00028900",2000-10-13,47
"3940","RSM00028900",2000-10-14,43
"3941","RSM00028900",2000-10-15,26
"3942","RSM00028900",2000-10-16,37
"3943","RSM00028900",2000-10-17,37
"3944","RSM00028900",2000-10-18,50
"3945","RSM00028900",2000-10-19,37
"3946","RSM00028900",2000-10-20,36
"3947","RSM00028900",2000-10-21,42
"3948","RSM00028900",2000-10-22,52
"3949","RSM00028900",2000-10-23,55
"3950","RSM00028900",2000-10-24,48
"3951","RSM00028900",2000-10-25,39
"3952","RSM00028900",2000-10-26,51
"3953","RSM00028900",2000-10-27,65
"3954","RSM00028900",2000-10-28,93
"3955","RSM00028900",2000-10-29,70
"3956","RSM00028900",2000-10-30,29
"3957","RSM00028900",2000-10-31,68
"3958","RSM00028900",2000-11-01,59
"3959","RSM00028900",2000-11-02,69
"3960","RSM00028900",2000-11-03,28
"3961","RSM00028900",2000-11-04,15
"3962","RSM00028900",2000-11-05,2
"3963","RSM00028900",2000-11-06,23
"3964","RSM00028900",2000-11-07,3
"3965","RSM00028900",2000-11-08,-37
